artist,genre,title,album,lyrics,labels
Ice Cube,Hip-Hop,No Vaseline,Death Certificate,naib uită sine saga lua drac bitch spune putea dope ic cubă sine cub punk crede cubă suge crede real niggas crede dor ban mamă miros crede rahat cub crede cub punk crede fund punk grup crede vrea mamă ban crede rahat cub naib bucură opri acum acum umed moale ak acum veni motiv merge solo continua timp mothafuckers muta direct Compton alb mare nigga scoate mare nigga nigga nigga alb mare nigga scoate nigga scoate om alb falsi pune mort yella echipă arnold fund intra repede gelos propriu companie sune putea striga apropie curgut parcurgeră parcurge mil primi merge futut vaseline acum vaseline acum vaseline acum vaseline sine bine om vaseline acum vaseline drac afla repede dick eazy miroa spune acum spune las ho Ho putea opri juca cub merita mare sine funde perfect tăia balls auzi sertar ban fund gata fact dolar acum primi ren spune vrea primi bic ya homie acum caz diviza casă echipaj nigga duce alerga mută mc ren aminti conduce vină nigga deveni smulge ascensor verde vaseline acum termine acum termine acum lua cină lua cină lua cină vrea vedea fund vrea ezită acum crede snitch nigga drog futut copac vaseline meci arde em flamă jhere ondular pleca afara auzi cont bancar nigga nigga diavol real pune templu echipaj nigga alb spune acum jucă mijloc punk fut prefera fută figneze nasjob fund Mothafucking jheru curl lit,"['Power', 'Tension']"
Martina McBride,Country,A Broken Wing,Evolution,loved last man would break spirit coam loving giv little takă Back Would tell dreams would shoot em lord loved crazy believinge ever leav groundă said angels know fly wing sings keeps eye sky wing Carries dreams man ought see duce pleca urca dormitor perdea adier ochi cere trebui vedea trebui vedea vedea,"['Amazement', 'Nostalgia', 'Sadness', 'Tenderness']"
J. Cole,Hip-Hop,Immortal,4 Your Eyez Only,haha buzunar plin dolar vis dulap rupt cioară dope servi buzunar plin nigga putea spune lucru probabil trebui auzi trup lovi podi durere trezindu rece ceas lovi bowflex bloc plăcea nigga hots criminalitate loc timp bine lacrima niggas mizerie niggas muri formă complot niggas real muri bloc niggas real sine complot niggas muri bloc niggas real muri negru negru timp cer nigga verde blugi negru negru negru fund gras gras plat niggas muri formă complot niggas muri bloc sine complot muri bloc niggas bloc niggas real niggas real mu gonă vrea told caught heard getting death creeping thoughts lately onă wish bitch nobody meant liv forever anyway hustle like niggas telling niggas sell dope rap vrea go order sort thinking keeping niggas chained bottom hanged strangest fruit ever seen Ripe Pain,"['Nostalgia', 'Power', 'Sadness', 'Tension']"
Lucky Dube,Reggae,Victims,Victims,acum timp sine spune aduce lacrim ochi spune spune aduce lacrimă ochi spune timp vrea ucide timp deoparte priv inamic vrea sta deoparte vrea priv timp deoparte inamic vrea sta deoparte vrea priv timp deoparte rid deveni traseu perfect lacrim spune problemă dublu duce curte mormânt spune luptă egalitat muri lupta erou putea muri zadar timp propril linge brutalitat linde umilire estompr,"['Sadness', 'Solemnity', 'Tension']"
2Pac,Hip-Hop,All Bout U,All Eyez on Me,vorbă spune vorb crede vorbă vorbă dru pizznac spune vorb spune vorbă mint probabil truc vrea prinde fund termen lung noroc blocă drac decizie bază minciun moment scandalos joc religie putea schimb dragoste club durea bine vrea bine bine uita bine vrea bine flaunt dependent holla spune lua impresionă ban Ghici spune iad celebrita motiv sun fantezie putea lovi dependent lucru spune vorbă merge videoclip vorbă indiferent loc duce merge videoclip vorbă indiferent loc duce lucru promisiune seamă las plăcea niggas veni loc repede lua Joc putea spune playa aer duce vorbă niggas spectacol videoclip putea pune merge dramă trece vorbă indiferent nigga indiferent duce Ho bolnav pul grip vorb curva funde merge videoclip negru rahat crede vorbă dru niggas putea lua atac liric vizual smulge rodă umfla direct timp hoes rece sine set spune dramacy aur rece ya like bruce jenner ya bitch go every video go see samă Ho go every video go see samă Ho go every video go see samă Ho go every video duce lucru spune vechi rahat refere naib spune sta videoclip videoclip arunca canal verifică videoclip homeboy videoclip spune spune futut uita videoclip naibii uita duce lucru real,"['Nostalgia', 'Power', 'Sadness', 'Tension']"
John Denver,Country,This Old Guitar,Back Home Again,vechi melodie dragoste prezent ajută singur noapte rece vechi ofere deschide ochi ureche aduce apropiere crede rupe inim deschide lucru minunat crede minunat inimă deschide minunat crede vechi deschide minunat crede minunat deschide living lucru plăcea serenă vedet parte munte melodaie plăcea melodaie plăcea melodiile,"['Joyful activation', 'Nostalgia', 'Tenderness']"
John Denver,Country,Leaving On A Jet Plane,John Denver Sings,pungă pachet gata plec sta afara trez lua bun zor sine rupe devreme taxiu corn singur putea muri vrea vrea merge duce oară oară jur spune acum lucru loc duce vrea melodie vrea vrea vrea aduce verighetă spune vrea vrea plec vrea pleca vrea vrea vorbă Way days com hav leav alon times hav say sm Wait like never let go caune leaving jet plan know bu back babe hat go leaving jet plan know bu Back babe hat go,"['Sadness', 'Tenderness']"
The Who,Rock,My Wife,Who’s Next,rece gon na acum veni gon na putea expert judo cumpăra tanc prinde vrea timp explica vrea pune cizmele plumb deplasare putea ajunge cheltuii ban vrea alege incint lege acum timp crede gon na rezervor sine vrea prinde vrea timp explica vrea trimite drum lung putea ajunge cheltuii ban vrea obosi alerga na podi odihni timp putea alerga veni veni,"['Joyful activation', 'Power', 'Tension']"
Drake,Hip-Hop,0 to 100 / The Catch Up,NBA 2K16 Soundtrack,naiba rahat merge nigga real rahat simți rahat mic domn merita puternic cuvânt nigga jos nigga niggas wanna theya turf nigga lord bitches holding set phon looking pictures night scrollinge left see shit wanna see ready greatest headed way way friendly loc rahat sos sos curry boy drac rahat rahatur trebui semna prolly prime hituril drac drake got Chill rahat lil foraj drac crede nici_un suficient subsol lucra ban mart pictez sezon revenire imagine acum mare primi studio noaptea rahat vrea bolnav nigga domn lucru putea putea nigga ucidă capre alerga rahat plăcea go forrest run run scrie damn nigga cita gata drac gata spune veni vrea trebui crește cere ajutor vrea niggas merge nigge nig rahat nigge real real rahat nigga drac rapid nigga nigga fastuos spune spune iubi nigga disc nici_un modalitate afla pierde pierde deloc continui sine deloc nevoie favoare maybu searching problems focused peoplu feedback proving em Wrong say shoe always fit days feel like squeezing em big enough Bout leav em em caune run gam man seams splitting pune intended smelling defeat nobody lua acolo spune nebun umil precum asculta bine primi pnd p ob vorbimă om rezolva joc noel nume contract putea numi naib naib trece potrivi acum getting better passed yet Watch catch real way catch way catch way catch way catch way catch way catch way catch way catch way catch,"['Power', 'Tension']"
Inner Circle,Reggae,Sweat (A La La La La Long),Bad Boys,timp timp timp timp room saw smă said talk mak move emotions start Tongue gets tied lie looking eyes Looking big eyes got thid say girl want makă sweat sweat til sweat moră gon na som moră girl want makă sweat sweat til striga gon na spune sine dragoste vers merge atac limbă deveni căuta ochi cauta ochi mare spune vrea putea transpira transpire putea putea transpire transpir transpi striga gon na timp lung lung lung lung lung timp lung lung lung lung lung lung timp lung ochi lung uită ochi mare trebui spune vrea transpire transpire transpire striga gon na vrea transpiră timp striga timp lung timp lung timp lung timp lung timp lung timp lung timp lung timp lung timp lung lung lung lung long lung lung lung lung lung lung,['Tenderness']
Peter Tosh,Reggae,Brand New Second Hand,Legalize It,spune spectacol dedesubt hand gal nom wang bine jur hand sclipic aură hand gal non man hand bine hand bine aspect aspect tare favoriza os bine bine bine tom jur asemenea prime trebui om wang bine bine brand secundar bine bine gal second hand hand hand gal prost test ya gal,"['Power', 'Sadness', 'Tension']"
The Church,Rock,Hotel Womb,Starfish,volcano pierce air ashes block sun lair well met pric everyonă paid eighty dollars thid wedding ring could takă tried sweet goes insid dre safe hotel womb wonderf room sudden voltage night rain Forest girl float downstre black Waters swirl om zic putea spune mamă furtune trebui cer copil visez hotel moale dor fisura minunat cameră veni parte urmă corp mires spune sine copac spune putea opri vreme spune auzi ascunde acolo kilometru vre fisura,"['Amazement', 'Calmness', 'Nostalgia', 'Power', 'Sadness', 'Solemnity']"
Reba McEntire,Country,The Night the Lights Went Out in Georgia,For My Broken Heart,drum sine vrea opri lua pleca andy spune salut spune salut spune sta jos prime proast vrea spune bun losu head tell truth night lights night hung innocent man trust sou backwoods southern lawyer caus judge town got bloodstains hands andy got scared left bar Walking home liv see many friends lost onă brother thought Wife Must hav left town duce singur lucru pleca timp veni piesa mic sine uita ecran pridvor andyiu podi scutură rundă seam trage trage way andy hoe Back night hide cheating never left town onă body never found see little sister miss Gun night lights night hung innocent man trust sou backwoods southern lawyer judge town got bloodstains hands night lights noapte suflet sud primi,"['Sadness', 'Tension']"
UB40,Reggae,Impossible Love,Labour of Love II,fericit moment acum vrea putea iubi indiferent imposibil speră vrea auzi putea vrea seamă dragoste putea iubi indiferent fapt imposibil vorbă sunset afara ferestră spere auzi putea seamă dragoste putea iubi indiferent imposibil apus soare afara ferestră pierde trandafir dragoste speră vrea vrea seamă iubire imposibil imposibil imposibil imposibil,"['Nostalgia', 'Sadness', 'Tenderness']"
The Jam,Rock,When You’re Young,Setting Sons,lume tambur lucru crește accepta lume trage atrage afla parte gon na sine sta moment potrivit opri lacrim furie rostogoli distractiv greu lume sine utilizr zar tablou crede rege curaj,"['Calmness', 'Nostalgia', 'Sadness', 'Tenderness']"
The Beatles,Rock,Lucy in the Sky with Diamonds,Sgt. Pepper’s Lonely Hearts Club Band,copac cer marmelad destul ochi caleidoscopi floare celofan galben verde sine cap fată soare ochi lucy cer diamant lucy cer diamant cere diamant timp smel deriv past flowers grow incredibly high newspaper taxis appear shor tak away Back head clouds gonă lucy sky diamondse lucy sky diamondse lucy sky diamondse train station plasticine Porters looking glass ties suddenly someon turnst girl kaleidoscope eyes lucy sky diamondse lucy sky cer diamant ahh lucy cer diamant lucy cer diamant lucy cer diamant ahh lucy cer diamant lucy cer diamant lucy cer diamant ahh,"['Amazement', 'Joyful activation', 'Nostalgia', 'Tenderness']"
Tim McGraw,Country,How I’ll Always Be,Damn Country Music (Deluxe Edition),bere bere bar fantezist drum bust ya lua gratuit vrea pierde temperament sta ol hank Williams prostie plăcea ol dogs guitars Walks got friends say liv little like cool hand luke fast cars motorcycles raising hell cowboy Sunday morning takă Back row seat always always fan ol stray dogs guitars Walks lucru simplu vrea fan chert rock sentiment ruginit ploaie vrea lung vrea fan swinge ol gui vrea fan front swing ol guit vrea sine ol olveing guit vrea sine ol olveing sine sine ol lucru simplu vrea vrea vrea vrea,"['Calmness', 'Joyful activation', 'Nostalgia', 'Solemnity']"
Dolly Parton,Country,The Bargain Store,The Bargain Store,lif likened stor lookin fact merchandi used little mending could bu good new tak instance old Heart surprised good really bu sorry stor open comă insid easily afford pric love need purcha merchandi completely satisfied tak old used memories past dreams plans last futur use anymor Wasted love still hav som moră bargain stor open comă insid easily afford pric love need purcha merchandi completely satisfied lif likened stor looking fact marfă putea bun chilipir deschide interior magazin chilipir deschide,"['Amazement', 'Calmness', 'Sadness', 'Solemnity', 'Tenderness']"
The Cure,Rock,Lovesong,Disintegration,oară singur simți oar oară singur simți oar oară singur simți oar oară singur simți departe vrea iubi timp vrea vrea iubi cuvânt spune vrea iubi vrea iubi singur simți curat departe vrea iubi vrea iubi cuvânt spune vrea iubi vrea iubi,"['Nostalgia', 'Tenderness']"
Shania Twain,Country,Any Man of Mine,The Woman in Me,woman wants man better bu fine would better bu time man say fits right last year dress tight vrea say better okay bad day change million times Wanna hear say like Way man Better walk line show teasing squeezing pleasing kinda time need man story goes got heartbeating fin treating breathtaking earthquaking ki man well man better disagree say another Looking better cook Dinner burn black would better say like like change million times Wanna hear say like Way man Better walk bine tachinar sine nevoie merge poveste tratare uluitor cutremur om cunosc plăce om bine bine linie arăta seamă lucru nevoie poveste seamă lucru nevoie poveste aspect nevoie poveste tachină lucru shak shimmy lovitură sar deget cizmă vrea rupi picior durere lua lume podi hup vrea corect femeie vrea,"['Calmness', 'Joyful activation', 'Tenderness', 'Tension']"
The Sisters of Mercy,Rock,Temple of Love (1992) (Extended),A Slight Case of Overbombing: Greatest Hits Volume One,fir fireworks gun lover shot pain run cover templu love run another still samă wi blow nam across thidă land templu love together pain fear outside someonă near rides weather tearse cried Walls wide lovers eyes templu love shine like thunder templu love cry like dragoste chemare templu nume diavol vechitură rochi negru dragoste sine negru veni purta departe lumina muri noaptea iubit durere interior acoperire templu dragoste fugi timp pistol pistol arunca deoparte foc vorbă vrea sufla pistol arunca deoparte foc shot pain run cover templu love shine like thunder cry like templu love grows old strong wi stronger templu love Fall befor us black wi callse nam moră black sky thunder sweeping underground water sounds crying sav faith bricks dreams mortar prayers must seem nothing dust air remainde templ iubire templ iubire tunet templu love templ iubire chemr templu templ iubire templ iubire templ templ templ iubire tunet templ chemare templ dragoste ploaie ploaie ploaie templu dragoste crim dragoste chemare cere negru ploaie templu dragoste crimă auzi chemare cert ploaie ploaie subteran templ sav faith bricks dreams mortar prayers must seem nothing ston dust air remainde devil black dress Watches guardian angel Walks away short love always morning black wi com far away fire fireworks gun lover shot pain run cover templu love shine like thunder cry like rain templu puternic puternic rece lung templu vrea negru nume templu templu durere apropier vreme lacrim vrea ploua zid larg apropiere vreme lacrim vrea ploua zid larg iubitor templu templ templ precum ploaie precum templu templeu dragoste templ iubire auzi chemare templu,"['Sadness', 'Solemnity', 'Tenderness']"
Stone Temple Pilots,Rock,Crackerman,Core ,lovi timp dormi prime noroi pantof band cauciuc trupă cauciuc vrea folosi roaming roaming roam got goot giyilitru got away crede roaming roaming roam ging sway got sc say crede crede crede roaming roaming roam roam got got gy away crede timp timp roaming roam got away got got clapet praf ochi roamn roamn roamn,"['Joyful activation', 'Power', 'Tension']"
Kendrick Lamar,Hip-Hop,Swimming Pools (Drank),"good kid, m.A.A.d city (Deluxe Version)",pour drink head shot sit jos drank faded drank faded drank acum termină jur sticlă cale aur sine simți vrea sond vrea sine problem cameră futut stare spirit minut record repetare lua spune nigga lovitură lichior lichior uită sticlă uita turmele vrea juca baywatch primi plin lichior sine lichior timp sine drank drank head head sit plin lichior faded drank faded drank bine acum deschide minte vre istorie kendrick acum sper duce lua timp crede timp simți timp dragoste otravă consider timp simți timp vrea vedea dragoste ochi vodka sosi lucru sfat aparent crede spune babysitting lovitură lichior lichior uită sticlă uita turmele vrea juca baywatch primi plin lichior sine lichior timp sine drank drank head head sit plin lichior faded drank drank faded drank rid onă Chopper bang babysitting lichior lichior uită sticlă uita turmele vrea juca baywatch primi plin lichior sine lichior timp sine drank drank head head sit plin lichior faded drank faded drank aw man duce duce apeti durere foame deveni familiar parte jos sticlei verde indo leaf timp fereastră eliberă glumi probabil dormi trez trez crede suficient scoate homie bun putea putea om nigga ol rahat opune gong lacrim simplu deoarece speră bitch lua fapt bitch asemenea bitch lua niggas bine l bun bun dav bine davă spune fund ucide,"['Joyful activation', 'Nostalgia', 'Power']"
The Smiths,Rock,What Difference Does It Make?,The Smiths,secret cunoaște trece iad mare crede putea bază cuvânt greu arunca acum pleca trebui diavole vrea lucru inactiv fură cere acum simți deoarece bine pasionă makes nonă hav gonă warm tonight devil Work idle hands stol lied asked tilioram know truth see anymore well still fond moră apologies muri moră apologies tired sick tired feelinge still fond sacred onă,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
Shania Twain,Country,Soldier,Now,frig trebui aer voce tare gaur solda singur soldat singur visa auzi inimă bate simți somn pace iubire ruga solda singur soldat pleca dragoste trebui trebui trebui chip solda singur soldat soldat picior singur soldat,"['Sadness', 'Tenderness']"
Post Malone,Hip-Hop,I Fall Apart,Stoney (Deluxe),spune suficient oară vină acum acum trece creier acum lua jos surprinde prinde sentiment prinde timp surprinde prinde liquor tour spune vrea putea plec lume spune diavol suflet formă form spune spune spune rahat jos surprinde prinde bea rolling dropping drink keep flowing try brush going scars help showing Whipping foreign tears Blowing Fall apart core Fall apart core know befor caught guard thidă damn jewelry shorty thought,"['Sadness', 'Solemnity', 'Tenderness']"
John Denver,Country,Annie’s Song,Back Home Again,completa plimbare ploaie ocean albastru adormit umple Vino completa veni umpi seamă plimbr ploaie ocean albastru adormit umple vino umplie,"['Amazement', 'Joyful activation', 'Tenderness']"
Nickelback,Rock,Song on Fire,Feed the Machine,first Words com see song bu believă Breathe without need carry line Write tear falls pages know pain supposed heal stages dependse onă standinge writiloeetru lines rip describinge love thidă tough could set thid song fire send smoke could throw Watch sinkinge pagin lume vrea melodie vrea muri lucru putea fericit acum trebui dezastru trebui lung scrie linie jos smulge imposibil descrie iubire putea pune melodie fum putea trimite scufundă lume vrea melodie putea melodie melodie putea melodie foc vechi foc auzi continuare notă melodie auzi continuare fantomă afara Joc putea trimite lume vrea putea melodie fum putea trimite lume lume vrea melodie putea foc melodie melodie putea seta putea seta vrea melodie putea melodie foc melodie putea seta putea seta,"['Nostalgia', 'Sadness', 'Tenderness']"
Lil Wayne,Hip-Hop,No Worries,Dedication 4,look got Worries got Worries got Worries got Worries got Worries got Worries see money right tunechi right turn mack maină right got Worries Pussy right redbone mangos right right got trebui pizdă niggas simți pul tare trez adormit limbă vorbim privat frizer fumă fumar vrea purta sine jos jos sine rahat vrea trimite shit tunechi idee creier fumez crește piru got die privat stewardesa nigga părea pizdă pune nici_un uita nici_un nici_un grijă nici_un nici_un nici_un ban acolo tunechi acolo acolo nici_un pizdă acolo sine vrea vedea vrea spune spune pui spune amuzant ho drac durere tunechi chea vorbi puli rahat vrea poveste nici_un nici_un nici_un grijă nici_un nici_un nici_un grijă ban acolo tunechi acolo acolo acolo vedea,"['Amazement', 'Joyful activation', 'Power', 'Tension']"
Ice Cube,Hip-Hop,AmeriKKKa’s Most Wanted,AmeriKKKa’s Most Wanted,lench mob apuca nigga zonă putea lege ordine lume acorda echipaj vorbi iad laud jos jos flag cauză jos banbanger jos vrea thangs semen aspect gelos crește cap vrea trebui naib vrea static static vedea rostogoli parte curat om responsabil capac vorbă escrocher vorbă bun escrocher important escrocher bun escrochen rahat lua set criminal las indiciu indiciu putea prinde alunecos putea raha putea porc transpiră nigga putea cube dor mort spune pune cap culcare fugi fotografi verde auzi acum punk pune jack curs klepto timpuriu dormi vrea primi vierm prinde cap rambursare pleca fbi pul renegat nigge piept kryptonite rip sperie dor fund drac herb timp excursie suburbie punct invazie nigga gol ciocan nici_un du casă amic ajunge sigur primi ban fund mic fund den putea g naibii rahat noroc izbucni primi drac pungă lov ol trebui transformă cos fed acolo scaun crede jefui propriu jefuii om alb pen pen culoare raport grup lucru negru,"['Power', 'Tension']"
Post Malone,Hip-Hop,Stay,beerbongs & bentleys,spune bea vorbi acum rugă vrea scoate mizerie bine bine vrea noapte bazez lucru sine orb uimitor uimitor acum seamă nici_un naibă spune trebui like play lose chasing pain exce love shit break Back Misery tell okay tell okay waiting thidă damn day thidă damn day morning tell last night Went count stay tell okay tell okay waiting thidă damn day thidă naib spune sta,"['Nostalgia', 'Solemnity', 'Tenderness', 'Tension']"
Lil Wayne,Hip-Hop,Mr. Carter,Tha Carter III,drew inf nebun simți mare vre spune mare sens refere greutate gen colosal vrea spune suspine auzi domn spune cere haha carter spune cere hahahah totdeauna auzi nevoie nevoie vrea nevoie beetlejuic flux putea putea putea flux las dumnezeu castor ucide om primi fierbinte soare rece vrea vrea anotimp drac vrea vrea sezon drag vrea vrea anotimp spune jur lume cere caz hah spune jur lume acum cere caz hah intra banc timp rahat priv rapid cuvânt numi sine picior paraplegie lucru galben acum rol joc bine bine scară drac acolo lung domn lume acum cere caz domn Carter lume acum cere caz drag b timp timp microfon merge departe greu veni nici_un departe acum nume lua cocktail opri lovitură dope asemenea zbură timp sine garderob dreptate plural lua joc rap carter young plecr duce opune soft richter hector camacho departe mediu flux pro lent trece spune killa spune cere hahai spune hova weezy spune cere greu chyeah spune jur gon na ambii picior genunchi dure bine vrea pierde timp doamnă carter sine salon funerar lacrim timp doamnă Carter sine,"['Calmness', 'Joyful activation', 'Power', 'Tension']"
Maxi Priest,Reggae,God Watches Over Us,CombiNation,singur greu sine părea atingere vrea vrea mori crede pierde putere trece ajunge dragoste ridică vrea dumnezeu vremurile putea juca Joc putea trebui transform sperie nevoie putea ajuta genunchi ajunge lucru modalitate sine ridica deoarece ajunge lucru modalitate sine ridica deoarece ajunge lucru modalitate sine ridica putea ascensiune pierde,"['Amazement', 'Calmness', 'Nostalgia', 'Solemnity']"
Placebo,Rock,Protect Me From What I Want,Sleeping With Ghosts,boală boal doare rav prindem sine deschidem purta numim casă vre soart acum victimă condamna timp acum singur,"['Nostalgia', 'Sadness']"
The Charlatans,Rock,North Country Boy,Tellin’ Stories,trist soare sine vrea veni vrea salva vrea salva spune vrea spune vrea vrei putea aminti striga vrea fericit bun pariez lucru nord trist crede vrea rezolva ploaie vrea veni spere sentiment urechi trebui vrea auzi vrea bine auzi vrea bine nord spune vrea spune vrea vrea arunca pune ochi trebui vrea bine fericit bine bun,"['Calmness', 'Sadness', 'Solemnity']"
Garth Brooks,Country,Much Too Young (To Feel This Damn Old),Garth Brooks,old highway getting longer seems end sight sleep would Best afford rest got ridă night called hoe onă answered last two Weeks onă home guess tilioram tella truth see kept woman holding thid long whita lin getting longer saddle getting cold much young feel thid damn tablă gaură ang naibii bronz dur aminti singur părea singur prietean deloc linie frige drac tânăr tânăr tânăr sine damu oare naibii,"['Calmness', 'Sadness', 'Tension']"
Desmond Dekker,Reggae,Pickney Gal,The Israelites,pune ban condens f tv vino gal Vino crede spune via pickney gal putea spune real aspect fayva porumb Vino picky gal veni crede spune vino putea spune vinozie vino jos jackfruit vino gal Vino crede spune veni pickney gal vean hai hai veni veni Babe Vino Vino lord pickney gal crede spune vino,"['Nostalgia', 'Sadness', 'Solemnity', 'Tenderness', 'Tension']"
David Bowie,Rock,Ziggy Stardust,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,bine departe deveni om special trupă ochi coafur putea putea lăsa spină timp Ghida arunca trebui zdrobi dulce ziggy played time jiving us voodoo kids crass naz ass took far boy could play guitar love ego sucked leper messiah Kids killed man break played guitar,"['Nostalgia', 'Sadness']"
Lil Wayne,Hip-Hop,My Homies Still,I Am Not a Human Being II,pump bass man ya pula elefant futut pul nigge drac pune patch ochi fată lucru oferi creier omestenie haha prost prostie prost capr prost go prost go mut boy prost bine skrt skrt plăcea putea naviga hotspot nigga putea nigga nigga oprah tim divină orb eay lil pulă homies haha homies goons prost du prost capr prost du prost du go dumnez uita est haters go West niggas bas mamă merge weezy f haters niggas bas tunechi iub hoese coke nevoie nas joc dealer vedea primi fund trukfit funde nevoie omie haha ok dansa gen controlez vorbă voodoo spune spune spune seamă spune seamă veni fată veni sine scurge sine scurge acolo putea intra alunecare dor gon na sine missin dependent pula primi homies haha faimos homies mic nigga goons du prost go prost go go stupid go go boy capr prost du prost lov thid haters goost niggas pomping bas,"['Joyful activation', 'Power', 'Tension']"
Miranda Lambert,Country,Over You,Four the Record,weather man spune acum trebui frig mijloc trebui aminti cado pleca dor spune vrea vrea trece singur loc temă preferat simți bine melodie vrea pleca dor spune vrea vrea trece sine pleca dor spune vrea vrea trece,"['Nostalgia', 'Sadness', 'Tenderness']"
Catatonia,Rock,Mulder and Scully,Mulder and Scully EP,prefera eliberă captivat prefera singur visez singur lucru deveni ciudat grijă putea caz ciudat acum putea dormi singur preferă scap trez direct navă direct navă trez direct lucru devean ciudat grijă putea caz lucru deveni ciudat acum putea dormi singur trebui would rather stay single thin stop keep getting strange starting getting strange sleep alonă Things getting strange starting getting strange sleep alonă got say dragoste dragoste spune,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
Faith Hill,Country,Let Me Let Go,Faith,termina copil spune revedere putea merge minte fapt trece voce amintire atinge dragoste timp drum plec bun inimă suflet drum vorbi sine părea evadr pune putea lucru las drum corect mil drum durt drum drag bun inimă suflet drum ciudat nici_un copil luminos uita las plec vrea las corect drum bun inimă Suflet plec plec plec,"['Sadness', 'Tenderness']"
The Church,Rock,Myrrh,Heyday,smarald overdriv sosire Hristos drumkit moon lord alunecare federal Plummet noaptu jos fierbere ajunge nevoie telefon crede nevoie mire nevoie aur nevoie sclav drum favor personal nevoie galerie invizibil giv nerves see privileg privilege discovery cruising thid shuddering dead sun shining back talk pain eyes lord strugglinge like fool Would enough invisible vedea privilegiu privilegiu descoperire invizibil privilegiu privilegiu descoperire,"['Sadness', 'Tension']"
J. Cole,Hip-Hop,A Tale of 2 Citiez,2014 Forest Hills Drive,younging always dreamed getting rich look nigge fantasize white picket som trees nigga used want pathfinder tints need nigga throw som bitch get rinsed see nigga world lot bigger ever since Picked paper say nigga eddie caught body convinced limită drac timid politica proxenet scrie poveste putea vedea privire vis prinde lucru niggas negru lucru valoare lucru ridica nigge frumos ceas aer acum aer aer acum aer aer acum aer aer acum aer mic nigga hollywood sclipi aură rahat bun sine părea spune aur rahat bun părea sine spune putea putea putea cale duce drac nigga gong jur ville lovi copac nigga pune gong vedea nigga absolvi copiemă cheie nigga duce duce ridic vrea vedea nigge dor flaunt rol nenorocit nigga vrea nigga vrea lucru amuzant rahat omoare vis vrea nigga vis prinde lucru uita nigga lucru valoare lucru trage nigge drac nigga rahat run hands acum aer aer acum aer aer acum aer aer acum aer uita nevoie mil departe comanda comand duce avertizez acum vrea trebui sigur trebui lua omulă omul comand comand,"['Nostalgia', 'Power', 'Sadness', 'Solemnity', 'Tension']"
Ziggy Marley,Reggae,A Lifetime,Love Is My Religion,iubi suficient iubi putea diferi critică alege exploreză vrea sta picior deoarece riscă simți bine suficient iubi suficient suficient iubi preajmă singur privind vrea vrea aproape sta picior deoarece asuma risc bine rece risc deoarece suficient suficient suficient iubi diferit critică alege exploreză vrea sta picior deoarece asuma risc suficient iubi suficient suficient liv suficient iubu,"['Calmness', 'Sadness', 'Solemnity', 'Tenderness']"
The Cure,Rock,A Forest,Seventeen Seconds,copac fată timp apropie ochi ochi auzi voce numind nume sunet auzi voce fugi copac copac copac opri pierde acolo,"['Nostalgia', 'Sadness', 'Solemnity', 'Tenderness']"
The Mission UK,Rock,Heaven Sends You,Grains of Sand,somn ochi vrea soare sine vrea stinge vrea vrea piele buz vrea deget vrea vrea urech vrea lacrim fric vrea sine vrea vrea petal petal vrea deget picior vrea fund picior vrea trece limbă vrea genunch vrea vrea bea lapte vrea rulă limbă buz vrea vrea trimite sex,"['Amazement', 'Tenderness']"
Lil Wayne,Hip-Hop,How to Love,Tha Carter IV,muzică tare escrocherie fură inimă noroc putea seamă moment dură totdeauna acum pune acum greu corp iubire acum iubire iubire iubire iubire iubire crescut timp nesigur creditezi sine părea oar acum sta naibiu privă priv escroca fură inimă putea seamă fapt plăcea seamă seamă putea inimă plăce acum acolo greu corp dragoste iubire vis transformă viziune fapt lume decizie vin aduce admiră aduce considerare aduciez aduciez admira aduce considerare aduciez admira admira vrea asculta vină vrea vedea escroce escroce escroc fură inimă putea seamă moment dură totdeauna acum muta acum acolo greu muta acum moment dragoste dragoste vedea vrea bine frumos frumos vrea departe departe vedea escroc fură inimă noroc putea seamă vedea moment totdeauna pune inimă noroc putea seamă moment dură totdeauna acum pune,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
Busta Rhymes,Hip-Hop,Girlfriend,BR9,ayo rahat rahat muzică bun veni ateriz nigge privat acum prietenă sine deget picior acum aer ring dans sine abur okra mamă drac front de mc spune gyal mem danci go mami inna caz Boof baaf ghetto veselie gyal trage brazier prietenă sine deget picior acum aer spune drac pon dormitor sleep plug matic go pon numi tare Buruienu busta gyal prietenă sine atinge deget picior aer nepoliticos crede crede fierbinte iubit pree text gyal onă flexe go pack hone capting vrea ban mic dawg ban sug putea ban crede moment acum ting merge prietenă deget picior acum aer prietenă acum arăta prietenă veni veni foc veni vizualizare prietenă veni vrea prietenă dansadă melodie plăce prietenă tenor vedea diamante nerespectr dem bwoy duppy acum prietenă sine deget picior acum aer prietenă rahat rahat sine simți nigge,"['Joyful activation', 'Power', 'Tenderness']"
Catatonia,Rock,Goldfish And Paracetamol,International Velvet,pierdere pune bun sine punct ac deoparte orb odihni deoarece observa veni bun aproape ideal sine plictisitor aur paracetamol vrea lua perete stomacal obosi odihni bun aproape ideal hype petrecer torniquet drag obosi odihni deoarece observa veni aproape ideal,['Sadness']
