artist,genre,title,album,lyrics,labels
The Kinks,Rock,A Well Respected Man,The Kinks In Germany ,"Pentru că se ridică dimineața
Și merge la muncă la nouă
Și se întoarce acasă la cinci-treime
Primește același tren de fiecare dată
Pentru că lumea lui este construită punctualitatea rotundă
Nu eșuează niciodată

Și este oh, atât de bine
Și este oh, atât de bine
Și este oh, atât de sănătos
În corpul și mintea lui
Este un om bine respectat despre oraș
Făcând cele mai bune lucruri atât de conservator

Iar mama lui merge la întâlniri
În timp ce tatăl său trage servitoare
Și ea stârnește ceaiul cu consilierii
În timp ce discutăm despre comerțul exterior
Și ea trece aspectul, precum și facturile
La fiecare tânăr suav

Pentru că este oh, atât de bine
Și este oh, atât de bine
Și este oh, atât de sănătos
În corpul și mintea lui
Este un om bine respectat despre oraș
Făcând cele mai bune lucruri atât de conservator

Și îi place propria sa curte
Și îi place cel mai bine fag-urile sale
Pentru că este mai bun decât restul
Iar propria sa transpirație miroase cel mai bine
Și speră să-și prindă prada părinților
Când Pater trece

Pentru că este oh, atât de bine
Și este oh, atât de bine
Și este oh, atât de sănătos
În corpul și mintea lui
Este un om bine respectat despre oraș
Făcând cele mai bune lucruri atât de conservator

Și joacă la stocuri și acțiuni
Și merge la regată
Și adoră fata de alături
Pentru că moare să ajungă la ea
Dar mama lui știe ce este mai bun despre
Miza matrimonială

Pentru că este oh, atât de bine
Și este oh, atât de bine
Și este oh, atât de sănătos
În corpul și mintea lui
Este un om bine respectat despre oraș
Făcând cele mai bune lucruri atât de conservator","Amazement, Calmness, Joyful activation, Nostalgia"
Black Uhuru,Reggae,Utterance,Red,"Ce bucurie să aud
Rostirea unei raste (repeta)
Cu mult timp în urmă
Ei obișnuiesc să spună
Rastafari merge în jur
Luându-l pe copii mici
Dar acum timpul este la îndemână
Eu și îi cunosc pe acestea
A spune că a greșit
Și că Rasta le-a lăsat
Cunoaște-le patria
Și caută cultura lor
Ce bucurie să aud
Rostire dintr-o rasta (repeta)
Eu și cu mine am fost acordat
A bea din fântâna vieții
Doamne voi face să mă strâng
Eu și eu genunchi nu o vom face
Wobble i și eu
A V.I.P International
Și acum pun
Rasta în aer
Înainte de asta au folosit
Trăiește în frică
Ce bucurie să aud
Rostirea unei raste (repeta)
Există un mod în care
Pare dreptul la om
Și totuși, în Jah Jah, vede greșit
Nu este ceea ce faci este
Cum o faci
Nu este ceea ce spui
Dar cum o spui
Vei fi împușcat cu rahat
Coborî în ea
Ce bucurie să aud
Rostire dintr-o rasta (repeta)","Amazement, Calmness, Joyful activation, Nostalgia, Solemnity"
Elvis Presley,Rock,An American Trilogy,Elvis: As Recorded Live On Stage In Memphis,"Oh, mi-aș dori să fiu în țara bumbacului
Vremuri vechi nu sunt uitate
Privește departe, privește departe, privește-l pe Dixieland
Oh, mi-aș dori să fiu în Dixie, departe, departe
În Dixieland îmi iau standul să trăiesc și să mor în Dixie
Pentru că Dixieland, acolo m-am născut
Early Lord într-o dimineață înghețată
Privește departe, privește departe, privește-l pe Dixieland

Gloria, Gloria Hallelujah
Gloria, Gloria Hallelujah
Gloria, Gloria Hallelujah
Adevărul său este să se deplaseze mai departe

Deci, hush micuț
Nu plânge
Știi că tatăl tău este obligat să moară
Dar toate încercările mele, Domnul se va termina în curând

Gloria, Gloria Hallelujah
Adevărul său este să se deplaseze mai departe
Adevărul său este să se deplaseze mai departe","Calmness, Power, Solemnity"
Radiohead,Rock,Karma Police,OK Computer,"Poliția Karma, arestează-l pe acest bărbat
Vorbește în matematică, bâlbâie ca un frigider
E ca un radio detunat
Poliția Karma, arestați această fată
Coafura ei Hitler mă ​​face să mă simt rău
Și ne-am prăbușit petrecerea ei

Asta este ceea ce vei primi
Asta este ceea ce vei primi
Asta este ceea ce vei primi
Când te încurci cu noi

Poliția Karma, am dat tot ce pot
Nu este suficient, am dat tot ce pot
Dar suntem încă pe salarii

Asta este ceea ce vei primi
Asta este ceea ce vei primi
Asta este ceea ce vei primi
Când te încurci cu noi

Un minut acolo
M-am pierdut, m-am pierdut
Phew, pentru un minut acolo
M-am pierdut, m-am pierdut
Un minut acolo
M-am pierdut, m-am pierdut
Phew, pentru un minut acolo
M-am pierdut, m-am pierdut","Sadness, Tension"
Nickelback,Rock,Figured You Out,The Long Road,"Îmi plac pantalonii din jurul picioarelor tale
Și îmi place murdăria care este în genunchi
Și îmi place felul în care încă mai spui, te rog
În timp ce te uiți la mine
Ești ca boala mea preferată

Și îmi plac locurile pe care le mergem
Și iubesc oamenii pe care îi cunoașteți
Și îmi place felul în care nu poți spune nu
Prea multe linii lungi la rând
Îmi place pulberea de pe nasul tău

Și acum știu cine ești
Nu a fost atât de greu, ci doar să te dai seama
(Acum am făcut-o, te întrebi de ce)
Și acum știu cine ești
Nu a fost atât de greu, ci doar să te dai seama
(Acum am făcut-o, te întrebi de ce)

Îmi plac pistruii de pe pieptul tău
Și îmi place felul în care îmi place cel mai bine
Și îmi place felul în care nu ești impresionat
În timp ce mă puneți la test
Îmi plac petele albe de pe rochia ta

Și îmi place felul în care treci cecul
Și îmi plac vremurile bune pe care le epari
Și îmi place lipsa ta de respect de sine
În timp ce ești trecut pe punte
Îmi iubesc mâinile în jurul gâtului tău

Și acum știu cine ești
Nu a fost atât de greu, ci doar să te dai seama
(Acum am făcut-o, te întrebi de ce)
Și acum știu cine ești
Nu a fost atât de greu, ci doar să te dai seama
(Acum am făcut-o, te întrebi de ce)
(De ce nu înainte? Nu ai încercat niciodată)
(Plecat spre bine, și acesta este)

Îmi plac pantalonii din jurul picioarelor tale
Și îmi place murdăria care este în genunchi
Și îmi place felul în care încă mai spui, te rog
În timp ce te uiți la mine
Ești ca boala mea preferată

Și urăsc locurile pe care le mergem
Și urăsc oamenii pe care îi cunoașteți
Și urăsc modul în care nu poți spune nu
Prea multe linii lungi la rând
Urăsc pulberea de pe nas

Și acum știu cine ești
Nu a fost atât de greu, ci doar să te dai seama
(Acum am făcut-o, te întrebi de ce)
Și acum știu cine ești
Nu a fost atât de greu, ci doar să te dai seama
(Acum am făcut-o, te întrebi de ce)
(De ce nu înainte? Nu ai încercat niciodată)
(Plecat spre bine, și acesta este)","Nostalgia, Tenderness, Tension"
The Who,Rock,We’re Not Gonna Take It,Tommy,"Bine ați venit în tabără
Cred că știți cu toții de ce suntem aici
Numele meu este Tommy
Și am devenit conștient anul acesta
Dacă vrei să mă urmezi
Trebuie să joci pinball
Și puneți-vă în dopurile urechii
Pune-ți nuanțele ochilor
Știi unde să pui pluta
Hei, te îmbăi
Îmi pare rău, te-am prins
Hei, fumați mama natură
Acesta este un bust
Hei agățat bătrânul domnului normal
Nu încercați să-mi câștig încrederea
Pentru că nu mă vei urma
Oricare dintre aceste moduri
Deși crezi că trebuie

Nu o vom lua
Nu o vom lua
Nu o vom lua
Nu o vom lua
Nu o vom lua
Niciodată nu a făcut-o și niciodată
Nu o vom lua
O să-l rup
O să-l scutur
Să uităm mai bine încă

Acum nu mă poți auzi
Urechile tale sunt cu adevărat sigilate
Nici nu poți vorbi
Gura ta este umplută
Nu vezi nimic
Iar pinball completează scena
Aici vine unchiul Ernie
Pentru a vă ghida
Chiar propria ta mașină

Nu o vom lua
Nu o vom lua
Nu o vom lua
Nu o vom lua
Nu o vom lua
Niciodată nu a făcut-o și niciodată
Nu vreau nicio religie
Și din câte putem spune
Nu te vom lua
Niciodată nu a făcut-o și niciodată
Te părăsim
O să te violez
Să ne uităm mai bine

Te părăsim
Mergând să te violez
Să ne uităm mai bine
Vedeți-mă, simțiți-mă
Atinge-mă, vindecă-mă
Vedeți-mă, simțiți-mă
Atinge-mă, vindecă-mă
Vedeți-mă, simțiți-mă
Atinge-mă, vindecă-mă
Vedeți-mă, simțiți-mă
Atinge-mă, vindecă-mă

Ascultându-te, primesc muzica
Privind la tine, primesc căldura
Urmându-te, urc pe munte
Am emoție la picioarele tale
Chiar în spatele tău, văd milioane
Pe tine, văd gloria
De la tine, primesc opinii
De la tine, primesc povestea","Amazement, Joyful activation, Nostalgia, Power, Solemnity"
The Charlatans,Rock,Can’t Get Out of Bed,Up to Our Hips,"Nu-l lăsa să iasă în evidență în frig
Nu-l lăsa să cadă într-o gaură
Cu cineva pe care îl cunoști
Nu-l lăsa să iasă la frig
Nu-l lăsa să cadă într-o gaură
Cu cineva pe care îl cunoști
Nu se poate ridica din pat
Îl păstrezi drept
Acest oraș este o mizerie
Nu se poate ridica din pat
Îl păstrezi, păstrezi, adună-l împreună
Este tot ceea ce ai vrut să fii
A vrut să fie
A vrut să fie
Nu-l lăsa să iasă în evidență în frig
Nu-l lăsa să cadă într-o gaură
Cu cineva pe care îl cunoști
Nu-l lăsa să iasă la frig
Nu-l lăsa să cadă într-o gaură
Cu cineva pe care îl cunoști
Nu va coborî de pe telefon
Ții stâncile
Și simțind totul
Nu va coborî de pe podea
Știi că vom pleca la nicăieri
Nu ești nimic din care ai vrut să fii
A vrut să fie
A vrut să fie
Nu poate veni în rol
Umpleți găurile
Și strică-ți hainele
Nu se poate ridica din pat
Nu este nimic și nimeni nu vine la mine acolo
Nu ai vrut să fii nimic
A vrut să fie
A vrut să fie
A vrut să fie
A vrut să fie","Calmness, Solemnity, Tenderness"
Pearl Jam,Rock,Just Breathe,Backspacer,"Da, am înțeles că fiecare viață trebuie să se termine, uh-huh
Pe măsură ce stăm singur, știu cândva că trebuie să mergem, uh-huh
Oh, sunt un om norocos să mă bazez pe ambele mâini pe cele pe care le iubesc
Unii oameni au doar unul, da, nu au niciunul
Stai cu mine...
Hai să respirăm ...

Practicate sunt păcatele mele, niciodată nu mă va lăsa să câștig, uh-huh
Sub toate, doar o altă ființă umană, uh-huh
Da, nu vreau să mă doară, sunt atât de multe în lumea asta care să mă facă să sângerez
Stai cu mine
Ești tot ce văd ...

Am spus că am nevoie de tine?
Am spus că te vreau?
Oh, dacă nu aș fi un prost, vezi
Nimeni nu știe asta mai mult decât mine

Pe măsură ce vin curat ...
Mă întreb zilnic, în timp ce mă uit pe fața ta, uh-huh
Tot ce ai dat și nimic ai luat, oh nu
Nimic pe care l-ai lua
Tot ce ai dat ...

Am spus că am nevoie de tine?
Oh, am spus că te vreau?
Oh, dacă nu aș fi un prost, vezi
Nimeni nu știe asta mai mult decât mine
Pe măsură ce vin curat, ah ...

Nimic pe care l-ai lua
Tot ce ai dat
Ține-mă până am murit
Ne întâlnim cu cealaltă parte ...","Nostalgia, Sadness, Tenderness"
The Doors,Rock,Touch Me,The Soft Parade,"Da! Haide, haide, haide, haide
Acum atinge-mă, iubito
Nu vezi că nu mi-e frică?
Care a fost această promisiune pe care ai făcut-o?
De ce nu-mi spui ce a spus?
Care a fost această promisiune pe care ai făcut-o?

Acum, o să te iubesc
Până când cerurile opresc ploaia
O să te iubesc
Până când stelele cad din cer pentru tine și eu

Haide, haide, haide, haide
Acum atinge-mă, iubito
Nu vezi că nu mi-e frică?
Care a fost această promisiune pe care ai făcut-o?
De ce nu-mi spui ce a spus?
Care a fost această promisiune pe care ai făcut-o?

Acum, o să te iubesc
Până când cerurile opresc ploaia
O să te iubesc
Până când stelele cad din cer pentru tine și eu
O să te iubesc
Până când cerurile opresc ploaia
O să te iubesc
Până când stelele cad din cer pentru tine și eu

Mai puternic decât murdăria",Tenderness
Kenny Rogers,Country,The Greatest,She Rides Wild Horses,"Băiețel într-o pălărie de baseball
Se află în feild cu mingea și liliacul
Spune, eu sunt cel mai mare jucător dintre toate
Pune-i liliacul pe umăr și aruncă mingea

Iar mingea urcă și mingea coboară
Își leagănă liliacul până la capăt
Lumile, așa că încă poate auzi sunetul
Baseball-ul cade la pământ

Acum băiețelul nu spune niciun cuvânt
Își ridică mingea, el este nedeterminat
Spune, eu sunt cel mai mare acolo a existat vreodată
Și își strânge dinții și îl încearcă din nou

Iar mingea urcă și mingea coboară
Își leagănă liliacul până la capăt
Lumile, așa că încă poate auzi sunetul
Baseball-ul cade la pământ

Nu face scuze
El nu arată frică
Doar închide ochii
Și ascultă urale

Băiețel, își reglează pălăria
Își ridică mingea, se uită la liliacul lui
Spune, eu sunt cel mai mare, jocul este pe linie
Și îi dă totul ultima dată

Iar mingea se ridică când lunile atât de strălucitoare
Își leagănă liliacul cu toată puterea
Și lumile atât de încă pot fi
Și baseball-ul cade și asta este greva trei

Acum este sintea și mama lui apelează
Băiețelul începe acasă cu liliacul și mingea
Spune, eu sunt cel mai mare care este un fapt
Dar nici măcar nu știam că aș putea să arunc așa!

Spune, eu sunt cel mai mare
Asta se înțelege
Dar nici măcar nu știam
Aș putea să arunc atât de bine ....","Amazement, Joyful activation, Nostalgia, Power"
The Cure,Rock,Fascination Street,Disintegration,"Oh, este timpul de deschidere pe strada fascinației
Deci, să tăiem conversația și să ieșim un pic
Pentru că simt totul să se estompeze și să palideze și cerșesc
Să te trag în jos cu mine pentru a lovi ultimul cui

Da, îmi place de tine în așa cum îmi place să țipi
Dar dacă deschideți gura, atunci nu pot fi responsabil
Pentru destul de mult ceea ce intră sau pentru a-i păsa de ceea ce iese
Așa că doar trageți-vă părul, doar trageți-vă pe bătaia ta

Și să trecem la ritm de parcă știm că s-a terminat
Dacă alunecați mergând sub, alunecați peste umărul meu
Așa că trageți-vă pe față, doar trageți-vă pe picioare
Și să lovim timpul de deschidere pe strada fascinației

Așa că trageți-vă părul, trageți-vă pe pumnul vostru
Tăiați conversația, deschideți-vă gura
Așa că trageți-vă pe față, doar trageți-vă pe picioare
Și să lovim timpul de deschidere pe strada fascinației

Jos pe strada fascinației
Jos pe strada fascinației
Jos pe strada fascinației
Jos pe strada fascinației","Joyful activation, Sadness, Tenderness, Tension"
Luke Bryan,Country,That’s My Kind of Night,Crash My Party,"Am asta foarte bine, simt lucruri bune
Sus sub scaunul marelui meu camion negru cu jigni
Rolin 'pe 35 de ani, fată drăguță lângă mine
Ai acea fustă și cizme bronzate de soare
Așteptând să vă arătați drumul și să scormoni
Micul tău sine fierbinte aici
Fata îmi înmânează o altă bere, da!

Toți ceilalți băieți vor să te vină și să te ia în centrul orașului
Dar arăți ca genul căruia îi place să-l scoată
În locul unde cresc rândurile de porumb, rândul, îmi rânduiesc barca
Plutește-te pe râul Flint, prinde-ne o cină mică de pește
O să sună ca un câștigător, când te așez și te iubesc bine
Da, asta este genul meu de noapte!

S-ar putea să stau pe hayonul meu cu placa de diamant
Puneți în țara mea dreapta mixtape hip-hop
Micul Conway, un pic T-Pain, s-ar putea să-l facă să plouă
Îți poți agăța tricoul pe un membre
Lovit banca respectivă și ne putem ușura
Înmuiați-ne o lumină de lună mică
Știi că știu ce îți place, da!

Toți ceilalți băieți vor să te vină și să te ia în centrul orașului
Dar arăți ca genul căruia îi place să-l scoată
În locul unde cresc rândurile de porumb, rândul, îmi rânduiesc barca
Plutește-te pe râul Flint, prinde-ne o cină mică de pește
O să sună ca un câștigător, când te așez și te iubesc bine
Da, asta este genul meu de noapte!
Da, asta este genul meu de noapte!

Genul meu-genul tău-este acest gen de noapte
Dansăm în întuneric și buzele tale aterizează pe ale mele
Oh, oh oh, oh, nu ne vom lua dragostea
Oh, oh oh oh, e timpul să ne punem zumzetul

Toți ceilalți băieți vor să te vină și să te ia în centrul orașului
Dar arăți ca genul căruia îi place să-l scoată
În locul unde cresc rândurile de porumb, rândul, îmi rânduiesc barca
Plutește-te pe râul Flint, prinde-ne o cină mică de pește
O să sună ca un câștigător, când te așez și te iubesc bine
Da, asta este genul meu de noapte!

Da, asta este genul meu de noapte!
Acesta este genul meu de noapte!
Da, asta este genul meu de noapte!
Haide","Amazement, Joyful activation, Power, Tenderness"
